,time,BTCBalance
560,2022-08-16 19:02:49.445,7661.109869978908
561,2022-08-16 19:02:50.965,7742.109869978908
562,2022-08-16 19:02:50.966,7808.3848875389085
563,2022-08-16 19:03:24.368,7905.138915578908
564,2022-08-16 19:03:24.369,7970.657115578909
565,2022-08-16 19:06:05.936,7966.869815318909
566,2022-08-16 19:06:20.525,7770.211584998909
567,2022-08-16 19:06:20.527,7714.739398658909
568,2022-08-16 19:06:20.528,7696.869815318909
569,2022-08-16 19:07:52.079,7724.509175318909
570,2022-08-16 19:07:52.091,7820.313653318909
571,2022-08-16 19:07:52.174,7888.299653318909
572,2022-08-16 19:07:52.193,7920.800237498909
573,2022-08-16 19:07:52.357,7986.032237498909
574,2022-08-16 19:07:52.365,8090.313653318909
575,2022-08-16 19:09:26.667,7820.313653318909
576,2022-08-16 19:11:47.529,8009.313653318909
577,2022-08-16 19:11:47.545,8090.313653318909
578,2022-08-16 19:12:23.473,8026.078251398909
579,2022-08-16 19:12:23.488,7820.313653318909
580,2022-08-16 19:13:51.550,7818.738514898909
581,2022-08-16 19:20:54.030,7820.4021468989085
582,2022-08-16 19:22:26.047,7852.386426278908
583,2022-08-16 19:22:26.082,7885.614624278908
584,2022-08-16 19:22:26.116,7939.614624278908
585,2022-08-16 19:22:26.243,7972.677711878908
586,2022-08-16 19:22:26.516,8090.402146898908
587,2022-08-16 19:22:56.364,8123.259112718908
588,2022-08-16 19:23:00.657,7967.365785338908
589,2022-08-16 19:23:00.671,7944.214640738907
590,2022-08-16 19:23:00.672,7853.259114338907
591,2022-08-16 19:23:00.676,7853.259112718907
592,2022-08-16 19:23:15.762,7708.226685458907
593,2022-08-16 19:23:15.767,7675.449690938907
594,2022-08-16 19:23:15.769,7634.375760038907
595,2022-08-16 19:23:15.770,7583.259112718907
596,2022-08-16 19:25:22.104,7606.951574378907
597,2022-08-16 19:25:22.112,7853.259112718907
598,2022-08-16 19:28:09.647,7727.842427918907
599,2022-08-16 19:28:09.648,7604.019266918906
600,2022-08-16 19:28:10.941,7583.259112718906
601,2022-08-16 19:31:28.366,7853.259112718906
602,2022-08-16 19:31:57.800,7894.0043677589065
603,2022-08-16 19:31:57.801,8123.259112718906
604,2022-08-16 19:46:45.102,7853.259112718906
605,2022-08-16 19:46:46.163,7728.590068178906
606,2022-08-16 19:46:46.165,7583.259112718906
607,2022-08-16 19:59:30.806,7313.259112718906
608,2022-08-16 19:59:31.993,7311.333003458906
609,2022-08-16 20:12:42.762,7097.333003458906
610,2022-08-16 20:12:42.768,7061.333003458906
611,2022-08-16 20:14:11.989,7087.248500398906
612,2022-08-16 20:14:11.996,7155.897267238905
613,2022-08-16 20:14:12.001,7331.333003458905
614,2022-08-16 20:18:44.532,7355.7415088989055
615,2022-08-16 20:18:44.538,7601.333003458905
616,2022-08-16 20:23:11.310,7591.426379458905
617,2022-08-16 20:23:11.319,7357.548923458905
618,2022-08-16 20:23:11.328,7331.333003458905
619,2022-08-16 20:25:50.851,7318.215190618906
620,2022-08-16 20:25:50.852,7253.557193338906
621,2022-08-16 20:25:50.852,7180.039480318906
622,2022-08-16 20:25:50.863,7160.829841078906
623,2022-08-16 20:25:50.864,7074.915637498906
624,2022-08-16 20:27:34.817,7132.573970638906
625,2022-08-16 20:27:34.819,7159.573970638906
626,2022-08-16 20:27:34.833,7344.915632638906
627,2022-08-16 20:27:34.882,7344.915637498906
628,2022-08-16 20:28:16.140,7074.915637498906
629,2022-08-16 20:38:09.702,7344.915636958906
630,2022-08-16 20:38:09.704,7344.915637498906
631,2022-08-16 20:42:43.688,7269.361581238906
632,2022-08-16 20:42:43.688,7183.288220218907
633,2022-08-16 20:50:47.072,7271.167470298907
634,2022-08-16 20:53:26.611,7288.042470298907
635,2022-08-16 20:53:26.612,7541.167470298907
636,2022-08-16 21:02:41.207,7552.744779778906
637,2022-08-16 21:03:07.985,7822.744779778906
638,2022-08-16 21:06:46.333,7849.273247458907
639,2022-08-16 21:06:46.337,7856.657887858906
640,2022-08-16 21:09:34.622,7947.163115818907
641,2022-08-16 21:09:34.623,7974.217115818907
642,2022-08-16 21:09:34.627,8000.029115818907
643,2022-08-16 21:09:34.633,8126.657887858906
644,2022-08-16 21:44:11.747,8128.295994058906
645,2022-08-16 21:44:11.753,8396.657887858906
646,2022-08-16 21:48:18.284,8416.685584978906
647,2022-08-16 21:49:16.725,8293.827634558906
648,2022-08-16 21:49:16.746,8147.033126818906
649,2022-08-16 21:49:16.765,8146.685588218906
650,2022-08-16 21:49:16.775,8146.685584978905
651,2022-08-16 21:50:09.221,8246.685584978906
652,2022-08-16 21:50:09.253,8516.685584978906
653,2022-08-16 21:50:09.266,8604.685584978906
654,2022-08-16 21:50:09.267,8766.685584978906
655,2022-08-16 21:50:10.959,8496.685589298906
656,2022-08-16 21:50:11.001,8496.685584978906
657,2022-08-16 21:50:11.600,8226.685584978906
658,2022-08-16 21:51:36.552,7956.685584978906
659,2022-08-16 21:53:16.243,7997.509584978906
660,2022-08-16 21:53:16.251,8023.976258298906
661,2022-08-16 21:53:16.260,8135.972258298906
662,2022-08-16 21:53:16.290,8226.685583898907
663,2022-08-16 21:53:16.297,8226.685584978906
664,2022-08-16 21:53:54.299,7956.685584978906
665,2022-08-16 21:53:54.699,7686.685584978906
666,2022-08-16 21:57:23.703,7588.378908978906
667,2022-08-16 21:57:23.771,7318.378908978906
668,2022-08-16 21:58:44.670,7327.198696038906
669,2022-08-16 21:58:44.671,7403.519207238905
670,2022-08-16 21:58:44.682,7488.853447038906
